"index";"Nom de l'opérateur";"Millésime des données";"Code de l'IRIS - Code de la zone";"Code de l'IRIS - Libellé de la zone";"Énergie concernée";"Code du grand secteur";"Consommation (en MWh)";"Nombre de points de livraison"
"ID";"OPERATEUR";"ANNEE";"IRIS_CODE";"IRIS_LIBELLE";"FILIERE";"CODE_GRAND_SECTEUR";"CONSO";"PDL"
"5701C";"Réseau CU METZ";"2019";"574800103";"Vacquiniere Botanique Courcelle";"C";"T";211.11;1
"5701C";"Réseau CU METZ";"2019";"575340000";"Peltre (commune non irisée)";"C";"I";"secret";"secret"
"5701C";"Réseau CU METZ";"2019";"575340000";"Peltre (commune non irisée)";"C";"T";17533.636;6
"5701C";"Réseau CU METZ";"2019";"576930000";"Vantoux (commune non irisée)";"C";"T";6090.9;1
"5701C";"Réseau CU METZ";"2019";"577510105";"Pregenie";"C";"R";12656.083;90
"5701C";"Réseau CU METZ";"2019";"577510105";"Pregenie";"C";"T";1212.74;6
"5701C";"Réseau CU METZ";"2019";"577510106";"Saint-Eloy Mairie Annexe";"C";"R";"secret";"secret"
"5701C";"Réseau CU METZ";"2019";"577510106";"Saint-Eloy Mairie Annexe";"C";"T";2283.29;3
"5701C";"Réseau CU METZ";"2019";"577510107";"Saint-Eloy Chapelle";"C";"R";1638.717;10
"5701F";"Réseau FU METZ";"2019";"574630802";"Lothaire Nord Hall aux Marchandises";"F";"I";3140.4;1
"5701F";"Réseau FU METZ";"2019";"574630802";"Lothaire Nord Hall aux Marchandises";"F";"R";970.9;7
"5701F";"Réseau FU METZ";"2019";"574630802";"Lothaire Nord Hall aux Marchandises";"F";"T";4193.6;5
"5702C";"RÉSEAU DE LA VILLE DE YUTZ";"2019";"577570106";"Hexagone Cormontaigne Carolingiens";"C";"R";5890.45;8
"5702C";"RÉSEAU DE LA VILLE DE YUTZ";"2019";"577570106";"Hexagone Cormontaigne Carolingiens";"C";"T";2336.17;8
"5703C";"RÉSEAU DE CHALEUR DE FARÉBERSVILLER";"2019";"572070101";"Sud";"C";"R";3341.93;17
"5703C";"RÉSEAU DE CHALEUR DE FARÉBERSVILLER";"2019";"572070101";"Sud";"C";"T";1152;1
"5703C";"RÉSEAU DE CHALEUR DE FARÉBERSVILLER";"2019";"572070102";"Centre";"C";"R";7100.512;42
"5703C";"RÉSEAU DE CHALEUR DE FARÉBERSVILLER";"2019";"572070102";"Centre";"C";"T";797;9
"5703C";"RÉSEAU DE CHALEUR DE FARÉBERSVILLER";"2019";"572070103";"Nord";"C";"R";6325.68;23
"5703C";"RÉSEAU DE CHALEUR DE FARÉBERSVILLER";"2019";"572070103";"Nord";"C";"T";738;4
"5703C";"RÉSEAU DE CHALEUR DE FARÉBERSVILLER";"2019";"576690000";"Théding (commune non irisée)";"C";"R";1187.835;23
"5706C";"Réseau Freyming Merlebach";"2019";"572400101";"Cité de la Chapelle 1";"C";"R";3061.33846153846;19
"5706C";"Réseau Freyming Merlebach";"2019";"572400101";"Cité de la Chapelle 1";"C";"T";2739.09230769231;17
"5706C";"Réseau Freyming Merlebach";"2019";"572400102";"Cité de la Chapelle 2";"C";"R";1127.86153846154;7
"5706C";"Réseau Freyming Merlebach";"2019";"572400102";"Cité de la Chapelle 2";"C";"T";1127.86153846154;7
"5706C";"Réseau Freyming Merlebach";"2019";"572400103";"Sainte-Barbe";"C";"R";483.369230769231;3
"5706C";"Réseau Freyming Merlebach";"2019";"572400103";"Sainte-Barbe";"C";"T";322.246153846154;2
"5706C";"Réseau Freyming Merlebach";"2019";"572400104";"Quartier Sainte-Marie Hessellach";"C";"R";322.246153846154;2
"5706C";"Réseau Freyming Merlebach";"2019";"572400104";"Quartier Sainte-Marie Hessellach";"C";"T";483.369230769231;3
"5706C";"Réseau Freyming Merlebach";"2019";"572400105";"Freyming-Merlebach Nord";"C";"R";483.369230769231;3
"5706C";"Réseau Freyming Merlebach";"2019";"572400105";"Freyming-Merlebach Nord";"C";"T";322.246153846154;2
"5706C";"Réseau Freyming Merlebach";"2019";"572400106";"Cités Sainte-Fontaine Hochwald Reumeaux";"C";"R";322.246153846154;2
"5706C";"Réseau Freyming Merlebach";"2019";"572400106";"Cités Sainte-Fontaine Hochwald Reumeaux";"C";"T";322.246153846154;2
"5706C";"Réseau Freyming Merlebach";"2019";"572400107";"Puits Reumeaux Hopital";"C";"R";322.246153846154;2
"5706C";"Réseau Freyming Merlebach";"2019";"572400107";"Puits Reumeaux Hopital";"C";"T";322.246153846154;2
"5706C";"Réseau Freyming Merlebach";"2019";"573320101";"Cité de la Chapelle";"C";"R";4672.56923076923;29
"5706C";"Réseau Freyming Merlebach";"2019";"573320101";"Cité de la Chapelle";"C";"T";4350.32307692308;27
"5706C";"Réseau Freyming Merlebach";"2019";"576060101";"Cité Arcadia Cité Jeanne d'Arc";"C";"R";"secret";"secret"
"5707C";"Réseau SARREGUEMINES";"2019";"576310103";"Beausoleil";"C";"R";4979;10
"5707C";"Réseau SARREGUEMINES";"2019";"576310103";"Beausoleil";"C";"T";2309;7
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"570580101";"La Cité Cévennes Artois";"C";"R";13482.18;3
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"570580101";"La Cité Cévennes Artois";"C";"T";1401.43;4
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"570580101";"La Cité Cévennes Artois";"C";"X";874.73;1
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"570580102";"Village La Cité Vergers";"C";"T";462.11;3
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"570580103";"La Cité Liberté Roses";"C";"R";7164.1;2
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"570580103";"La Cité Liberté Roses";"C";"T";2653.98;9
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"570580104";"La Cité Liberté Marchands";"C";"R";5087.3;1
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"570580104";"La Cité Liberté Marchands";"C";"T";671.35;1
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270103";"Marienau Est";"C";"R";1646.327;9
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270103";"Marienau Est";"C";"T";"secret";"secret"
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270104";"Wiesberg 1-Hommel";"C";"R";5538.5;10
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270104";"Wiesberg 1-Hommel";"C";"T";3870.393;8
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270105";"Wiesberg 2";"C";"R";2402.16;1
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270105";"Wiesberg 2";"C";"X";"secret";"secret"
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270107";"Cité du Kreutzberg";"C";"R";1462.53;4
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270107";"Cité du Kreutzberg";"C";"T";808.217;4
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270107";"Cité du Kreutzberg";"C";"X";"secret";"secret"
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270109";"Centre";"C";"R";1916.159;9
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270109";"Centre";"C";"T";3309.812;10
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270110";"Centre-La Petite Forêt";"C";"R";909.17;2
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"572270110";"Centre-La Petite Forêt";"C";"T";14306.0669;21
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"576380000";"Schoeneck (commune non irisée)";"C";"T";804.99;1
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"576600101";"Verrerie Sophie";"C";"T";1476.87;3
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"576600102";"Vieux Stiring";"C";"I";388.6;1
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"576600102";"Vieux Stiring";"C";"T";668.1;3
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"576600103";"Centre-Coulée Verte";"C";"R";2125.4;5
"5708C";"RÉSEAU DE HOLWEG-FORBACH-BEHREN";"2019";"576600103";"Centre-Coulée Verte";"C";"T";1821.9;6
"5712C";"RÉSEAU DE STIRING WENDEL";"2019";"576600102";"Vieux Stiring";"C";"X";985.3;3
"5712C";"RÉSEAU DE STIRING WENDEL";"2019";"576600103";"Centre-Coulée Verte";"C";"X";4018.7;12
"5713C";"CU CREUTZWALD";"2019";"571600101";"Parcs d'Activité Est et Sud";"C";"X";4824.9;15
"5713C";"CU CREUTZWALD";"2019";"571600103";"Neuland Sud Breckelberg";"C";"X";3725.6;4
"5713C";"CU CREUTZWALD";"2019";"571600105";"Breckelberg";"C";"X";6952;12
"5713C";"CU CREUTZWALD";"2019";"571600106";"Houvergarten Centre-Ville";"C";"X";"secret";"secret"
"5713C";"CU CREUTZWALD";"2019";"571600108";"Beau-Site Fatima";"C";"X";2573.6;4
"5716C";"Cité Belle Roche";"2019";"571440000";"Cocheren (commune non irisée)";"C";"R";2169;6
"5716C";"Cité Belle Roche";"2019";"571440000";"Cocheren (commune non irisée)";"C";"T";"secret";"secret"
"5717C";"Cité Pasteur";"2019";"575980000";"Rouhling (commune non irisée)";"C";"R";3479;12
"5717C";"Cité Pasteur";"2019";"575980000";"Rouhling (commune non irisée)";"C";"T";287;3
